,App ID,Name,Genre,Categories,Owners,Positive Reviews,Negative Reviews,Price,Initial Price,Discount,CCU
20289,16900,GROUND BRANCH,"Action, Indie, Simulation, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Online PvP, Online Co-op, PvP",750000.0,9429,953,2999,2999,0,504
20291,1690060,Gelly Break Deluxe,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",10000.0,17,3,1999,1999,0,0
20308,1691010,On Scene - The Horror Stories of Fred & Karen,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Online Co-op",10000.0,8,6,99,99,0,0
20313,1691370,ball.io,"Action, Casual, Indie, Massively Multiplayer, RPG","Multi-player, Single-player, Co-op, MMO, Online PvP, Online Co-op, PvP",10000.0,5,1,99,99,0,0
20316,1691480,World Titans War,"Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy, Early Access","Multi-player, Co-op, MMO, Online PvP, Online Co-op, PvP",10000.0,31,25,2299,2299,0,0
20327,1691990,Meister2,"Indie, Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Online Co-op",10000.0,3,3,0,0,0,0
20335,1692250,F1 22,"Racing, Sports","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Workshop, In-App Purchases, Online PvP, Shared/Split Screen PvP, Online Co-op, Remote Play Together, LAN PvP, LAN Co-op, PvP",350000.0,9710,4830,5999,5999,0,5691
20348,1692850,Historic Fighters,"Action, Casual, Indie, Strategy","Multi-player, Single-player, Online PvP, PvP",75000.0,1,0,0,0,0,0
20352,1693000,Within the Range,"Indie, Strategy, Early Access","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,149,44,1199,1199,0,0
20360,1693150,PROPHECY OF THE NUN,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Online Co-op, LAN Co-op",10000.0,2,11,699,699,0,0
20366,1693250,Ancient Wars: Sparta Definitive Edition,"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access","Multi-player, Single-player, Co-op, Includes level editor, Online PvP, Online Co-op, PvP",10000.0,126,37,1599,1999,20,15
20371,1693390,XOMBEE MPFPS,"Action, Casual, Indie, Simulation","Multi-player, Single-player",150000.0,3,0,49,99,51,0
20376,1693540,Dash Realm,"Action, Casual, Indie, Early Access","Multi-player, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,3,0,0,0,0,0
20400,1694600,THE HOUSE OF THE DEAD: Remake,Action,"Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",35000.0,714,294,2499,2499,0,9
20401,1694610,Beku,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,2,2,599,599,0,0
20403,1694640,Absurd Chess,"Casual, Strategy","Multi-player, Online PvP, PvP",10000.0,3,0,59,499,88,0
20417,1695340,西湖断桥白娘子,"Casual, Strategy","Multi-player, Co-op, Online PvP, Online Co-op, PvP, Steam Workshop",75000.0,167,141,799,799,0,0
20423,1695670,ScrewUp,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,177,62,599,599,0,1
20424,1695830,Baldur's Gate: Dark Alliance,"Action, RPG","Multi-player, Single-player, Co-op, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",75000.0,484,87,2399,2999,20,9
20425,1695840,Fear Therapy,"Indie, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Online PvP, Online Co-op, PvP",150000.0,1223,574,499,499,0,42
20440,1696810,RAILROADS Online!,"Indie, Simulation, Early Access","Multi-player, Single-player, Co-op, Online Co-op",150000.0,2110,622,3499,3499,0,144
20455,1697620,Police Sentri,"Action, Casual","Multi-player, Single-player, Co-op, Cross-Platform Multiplayer, In-App Purchases, Online PvP, Online Co-op, PvP",10000.0,13,3,199,199,0,0
20456,1697630,DROPTCH,"Adventure, Casual, Indie, RPG, Simulation, Early Access","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Online Co-op",10000.0,0,2,599,599,0,0
20471,1698470,Roady Life,"Adventure, Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, PvP",10000.0,6,4,2999,2999,0,0
20472,1698520,Simple Fish Adventure,"Adventure, Indie, Simulation","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Online Co-op",10000.0,184,21,399,399,0,0
20491,1699460,Jubilane,Strategy,"Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Online PvP, PvP",10000.0,16,0,500,500,0,1
20495,1699530,HIDEAWAY,"Action, Indie, Early Access","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Online Co-op",10000.0,4,16,799,799,0,4
20501,1699860,Parkour Tag,"Action, Indie, Sports","Multi-player, Steam Achievements, Steam Cloud, Online PvP, PvP",10000.0,125,10,799,799,0,0
20525,1700890,Asteroids: Recharged,Action,"Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,28,7,999,999,0,0
20526,1700920,The Last War,Action,"Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,0,1,999,999,0,0
20530,1701140,Atomic Cards,"Adventure, Casual, Indie, Strategy","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Online PvP, PvP",35000.0,36,9,999,999,0,0
20533,1701380,Cricket 22,"Simulation, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,781,242,4499,4499,0,313
20534,1701400,HangTogether,"Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, PvP",10000.0,1,0,199,199,0,0
20537,1701640,Trashyard,Action,"Multi-player, Stats, Steam Achievements, Online PvP, PvP",10000.0,20,12,499,499,0,0
20539,1701670,Hats Are Not Allowed,"Action, Adventure, RPG","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, PvP",35000.0,22,0,349,699,50,1
20547,1702180,Goat's Tale,"Action, Adventure, Casual, Free to Play, Indie","Multi-player, Single-player, Steam Achievements",10000.0,235,44,0,0,0,1
20551,1702320,PIGGY: Hunt,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, Strategy, Early Access","Multi-player, Co-op, In-App Purchases, Online PvP, Online Co-op, PvP",75000.0,978,197,0,0,0,6
20561,1702760,In Next Life,"Adventure, Indie, RPG, Simulation, Early Access","Multi-player, Co-op, MMO, Online Co-op",10000.0,29,5,1999,1999,0,5
20576,1703330,Hate Free Heroes Tactics: Strategy Building MMO,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Early Access","Multi-player, Single-player, MMO, Online PvP, PvP",10000.0,0,1,1499,1499,0,0
20587,1704080,Bean Stalker,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Online Co-op",10000.0,128,21,1999,1999,0,3
20599,1704920,Scelestum,"Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Leaderboards, Online Co-op",10000.0,2,1,999,999,0,0
20602,1705030,Wadality,"Action, Casual, Free to Play, Indie, Sports, Early Access","Multi-player, Single-player, Cross-Platform Multiplayer, Online PvP, LAN PvP, PvP",10000.0,26,1,0,0,0,0
20615,1705870,CUBE-e 2,"Action, Adventure, Casual, Indie, Simulation","Multi-player, Single-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",150000.0,9,5,999,999,0,1
20627,1706240,CoWorker,"Action, Indie","Multi-player, Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,5,0,999,999,0,0
20630,1706300,Venatio,"Action, Indie, Early Access","Multi-player, Co-op, Online PvP, Online Co-op, PvP",75000.0,4,9,0,0,0,0
20635,1706570,Chupacabras: Night Hunt,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Online PvP, Online Co-op, PvP",10000.0,84,29,299,299,0,2
20644,1707030,Axial Drift,"Action, Indie, Early Access","Multi-player, Steam Workshop, Online PvP, PvP",10000.0,2,2,999,999,0,0
20652,1707470,Zombie Quest,"Indie, RPG, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Online Co-op",10000.0,1,0,1999,1999,0,0
20653,1707540,Escape From Monster,"Action, Adventure, Indie, Massively Multiplayer","Multi-player, Single-player, Co-op, Online Co-op",10000.0,127,76,399,399,0,2
20663,1707790,Dorfs: Hammers for Hire,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,13,0,999,999,0,0
20665,1707870,RiffTrax: The Game,"Casual, Indie","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,112,7,999,999,0,4
20668,17080,Tribes: Ascend,"Action, Free to Play","Multi-player, Co-op",750000.0,6840,1675,0,0,0,8
20676,1708460,Obsideo,"Action, Indie, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Online Co-op",35000.0,592,196,1199,1199,0,4
20679,1708570,Those Who Came: Healing Solarus,"Adventure, Indie, RPG, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Online PvP, Online Co-op, PvP",35000.0,14,5,1499,1499,0,0
20685,1708800,COTTOn 2 - Saturn Tribute,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen Co-op",10000.0,15,4,1799,1799,0,0
20686,1708810,COTTOn Boomerang - Saturn Tribute,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen Co-op",10000.0,8,2,1799,1799,0,0
20687,1708820,Guardian Force - Saturn Tribute,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen Co-op",10000.0,9,3,1799,1799,0,1
20712,1709830,Memories of War Undead Decimation,Action,"Multi-player, Single-player, Co-op, Online Co-op",10000.0,0,2,1499,1499,0,0
20714,1709950,Lounge zone,Casual,"Multi-player, Co-op, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,9,2,1899,1899,0,0
20728,1710550,World of bombs,"Action, Adventure, Indie, Massively Multiplayer, Sports, Strategy","Multi-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,9,2,1899,1899,0,0
20729,1710580,MotoGP22,"Racing, Simulation, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,492,168,4999,4999,0,188
20732,1710620,Winter Games 2023,Sports,"Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,8,5,2999,2999,0,1
